molecule_chembl_id,molecule_hash,scaffold_hash,predicted_pIC50,max_tanimoto_to_train,similarity_bin,out_of_domain_flag,rf_prediction_std,interval_lower_90,interval_upper_90,model_risk_category,QED,MolWt,MolLogP,TPSA,NumHDonors,NumHAcceptors,NumRotatableBonds,lipinski_violations,pains_flag,pains_alert_count,brenk_flag,brenk_alert_count,unwanted_substructure_flag,unwanted_substructure_count,medchem_alert_flag,medchem_alert_count,medchem_alert_summary,synthetic_accessibility_status,synthetic_accessibility_score,property_penalty,model_risk_penalty,uncertainty_penalty,final_score,triage_risk_bin,triage_reason,final_triage_category,true_pIC50,absolute_error
CHEMBL5278657,e555bcb08d61,a68a0d7dd4f9,9.0896778126199,0.8157894736842105,high,False,0.1842105263157895,7.727226000957188,10.452129624282612,low,0.375875248537019,500.6030000000003,4.316000000000003,84.75,1,8,7,1,False,0,False,0,False,0,False,0,none,not_available,,0.25,0.0,0.0,9.21555306115692,medium,no major triage flags,prioritize,8.2839966563652,0.8056811562546997
CHEMBL338175,76bb338c99a9,4b4d2530bd5a,8.545261089419435,0.8431372549019608,high,False,0.1568627450980392,7.182809277756723,9.907712901082148,low,0.6312422422594748,374.1980000000001,3.027400000000001,100.03,3,6,5,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.17650333167891,low,no major triage flags,prioritize,8.821891432890133,0.276630343470698
CHEMBL355816,0779c87b057a,4c8e4b345a30,8.528115591781514,0.8431372549019608,high,False,0.1568627450980392,7.165663780118802,9.890567403444226,low,0.6312422422594749,374.198,3.027400000000001,100.03,3,6,5,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.15935783404099,low,no major triage flags,prioritize,9.55284196865778,1.0247263768762664
CHEMBL294475,f3264d1d399c,33460682d4bf,8.540542689569095,0.703125,high,False,0.296875,7.178090877906383,9.902994501231808,low,0.6174903737511086,430.31000000000034,2.67,88.09,2,8,6,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.158033063320204,low,no major triage flags,prioritize,9.090016305060155,0.5494736154910598
CHEMBL4741922,25c3c7818e14,7a4199cf9767,8.564759365849513,0.7708333333333334,high,False,0.2291666666666666,7.202307554186801,9.927211177512223,low,0.5923050769365782,315.38000000000005,4.193000000000002,66.49000000000001,2,4,4,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.15706444278609,low,no major triage flags,prioritize,9.221848749616356,0.6570893837668432
CHEMBL2031305,bd941de88a48,3cefafe781c8,8.635358928773199,0.8591549295774648,high,False,0.1408450704225352,7.272907117110487,9.997810740435911,low,0.5058677201248318,473.9360000000004,4.225400000000003,88.61000000000001,2,7,8,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.14122664889803,low,no major triage flags,prioritize,9.537602002101044,0.9022430733278456
CHEMBL5952823,8f0b89a204ed,b863e5758f53,9.004773582477245,0.9325842696629212,high,False,0.0674157303370788,7.642321770814533,10.367225394139956,low,0.3852644853574808,621.6600000000003,4.960200000000003,96.03,2,7,7,1,False,0,False,0,False,0,False,0,none,not_available,,0.25,0.0,0.0,9.140038067834727,medium,no major triage flags,prioritize,9.3767507096021,0.371977127124854
CHEMBL165731,2ca637d756c8,e925d22996e7,8.436228911102324,0.896551724137931,high,False,0.1034482758620689,7.073777099439612,9.798680722765036,low,0.696467702981233,364.45300000000026,2.820920000000001,75.2,2,7,6,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.132696614083557,low,no major triage flags,prioritize,8.261439372640169,0.1747895384621554
CHEMBL405398,af7a1cfe680e,ed086bebca5b,8.50281007332411,0.8833333333333333,high,False,0.1166666666666667,7.140358261661397,9.865261884986822,low,0.6231140863863042,429.32200000000034,3.2750000000000004,75.2,2,7,6,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.125924159710413,low,no major triage flags,prioritize,8.489991487059765,0.0128185862643448
CHEMBL166093,e50efeb5332c,4c8e4b345a30,8.6092325550184,0.8490566037735849,high,False,0.150943396226415,7.246780743355687,9.971684366681112,low,0.5122032504279255,390.2410000000001,2.296,103.19,4,7,6,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.121435805446325,low,no major triage flags,prioritize,9.744727494896694,1.135494939878294
CHEMBL516022,11872f3fe5c6,be46216c1145,8.794817457525074,0.7272727272727273,high,False,0.2727272727272727,7.432365645862362,10.157269269187786,low,0.8182257163781242,293.33000000000004,2.01922,78.21000000000001,2,5,2,0,False,0,True,1,False,0,True,3,Brenk:1;NIH:2,not_available,,0.5,0.0,0.0,9.113043173903199,high,Brenk alert annotation,review_high_risk,9.32002730572258,0.5252098481975054
CHEMBL126372,473ceab29d6d,4b4d2530bd5a,8.596465556646223,0.8490566037735849,high,False,0.150943396226415,7.2340137449835105,9.958917368308937,low,0.5122032504279255,390.2410000000001,2.2960000000000003,103.19,4,7,6,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.108668807074148,low,no major triage flags,prioritize,9.036212172654444,0.4397466160082217
CHEMBL271328,77527ee8cc06,76f2dde80276,8.605332931008888,0.8983050847457628,high,False,0.1016949152542372,7.242881119346176,9.9677847426716,low,0.5032385939614786,411.26700000000017,3.2345,93.44,2,7,6,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.108571524970367,low,no major triage flags,prioritize,8.630042392653946,0.0247094616450578
CHEMBL270696,cd65adb29414,4b4d2530bd5a,8.454518565178823,0.7068965517241379,high,False,0.2931034482758621,7.092066753516111,9.816970376841535,low,0.6490621421214132,360.2150000000001,2.9351000000000003,82.96,3,6,5,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.103580707300237,low,no major triage flags,prioritize,9.609948503541013,1.1554299383621895
CHEMBL53375,3550fa94d496,4b4d2530bd5a,8.298532049317236,0.8222222222222222,high,False,0.1777777777777778,6.936080237654524,9.660983860979949,low,0.7954119437320261,331.17300000000006,3.539500000000002,59.93000000000001,1,5,3,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.093943993049262,low,no major triage flags,prioritize,7.4089353929735005,0.8895966563437359
CHEMBL162142,13fc77396041,81e5da67d37f,8.643017597303666,0.7333333333333333,high,False,0.2666666666666667,7.280565785640954,10.00546940896638,low,0.4466213767135582,410.27900000000017,3.9086,91.41,3,6,6,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.089638974017225,low,no major triage flags,prioritize,8.654282423927969,0.011264826624302
CHEMBL5976230,77a25cacf3e7,bd59e1c3f3ac,8.93615610730631,0.8333333333333334,high,False,0.1666666666666666,7.573704295643598,10.298607918969022,low,0.387452406839712,623.6320000000003,4.060400000000003,105.26000000000002,2,8,8,1,False,0,False,0,False,0,False,0,none,not_available,,0.25,0.0,0.0,9.073608514146022,medium,no major triage flags,prioritize,7.920818753952375,1.0153373533539352
CHEMBL5875012,9ed89c654f16,e392073982b0,8.911416744627115,0.8837209302325582,high,False,0.1162790697674418,7.548964932964402,10.273868556289829,low,0.4064502051037182,607.6330000000004,4.5717000000000025,96.03,2,7,7,1,False,0,False,0,False,0,False,0,none,not_available,,0.25,0.0,0.0,9.067866949730833,medium,no major triage flags,prioritize,9.337242168318426,0.425825423691311
CHEMBL5768138,c13a3468575c,e392073982b0,8.911416744627115,0.8837209302325582,high,False,0.1162790697674418,7.548964932964402,10.273868556289829,low,0.4064502051037182,607.6330000000004,4.5717000000000025,96.03,2,7,7,1,False,0,False,0,False,0,False,0,none,not_available,,0.25,0.0,0.0,9.067866949730833,medium,no major triage flags,prioritize,6.53313237964589,2.3782843649812246
CHEMBL3623279,14483f6c8d86,5d9249cccd0b,8.337337231205876,0.7384615384615385,high,False,0.2615384615384615,6.974885419543163,9.699789042868588,low,0.728317293867049,388.83000000000027,4.011100000000003,59.510000000000005,1,6,4,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.065654525072924,low,no major triage flags,prioritize,8.823908740944319,0.4865715097384431
CHEMBL51854,89e376e75f0e,b228015f1181,8.253269765269183,0.7291666666666666,high,False,0.2708333333333333,6.89081795360647,9.615721576931897,low,0.7949884729056614,332.16100000000006,2.9345,72.82000000000001,1,6,3,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.048258238174844,low,no major triage flags,prioritize,8.420102145426883,0.1668323801577003
CHEMBL4776396,a348bcfa8bb8,e22457441a57,8.595982774607242,0.7166666666666667,high,False,0.2833333333333333,7.2335309629445295,9.958434586269954,low,0.4521900852216164,374.444,4.169100000000002,83.06,3,5,7,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.048172859828858,low,no major triage flags,prioritize,9.69897000433602,1.1029872297287788
CHEMBL4783569,a806936bbad9,e22457441a57,8.5288507009085,0.8214285714285714,high,False,0.1785714285714286,7.166398889245787,9.891302512571212,low,0.487358116928423,360.417,3.779000000000001,83.06,3,5,6,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,9.016208817836922,low,no major triage flags,prioritize,9.247425010840049,0.7185743099315491
CHEMBL299622,5686e042769b,b228015f1181,8.59026538880567,0.6875,medium,False,0.3125,7.227813577142959,9.952717200468385,medium,0.7684706048512752,331.177,2.967600000000001,75.62,2,6,3,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.35,0.0,9.008735993656947,low,no major triage flags,prioritize,9.110026361596004,0.5197609727903334
CHEMBL3355873,c5a332019899,e5c7a924e9e8,9.19329553100733,0.9264705882352942,high,False,0.0735294117647058,7.830843719344617,10.555747342670042,low,0.305510598495083,458.8370000000003,4.358200000000003,117.23000000000002,1,8,8,0,False,0,True,2,False,0,True,2,Brenk:2,not_available,,0.5,0.0,0.0,8.998806129502412,high,Brenk alert annotation,review_high_risk,8.515700160653214,0.6775953703541155
CHEMBL175101,584b487d1c8b,c28414362dcd,8.458786818108955,0.9245283018867924,high,False,0.0754716981132076,7.0963350064462425,9.821238629771669,low,0.537184429202951,411.3070000000001,4.047200000000002,58.870000000000005,1,5,5,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,8.995971247311905,low,no major triage flags,prioritize,7.657577319177793,0.8012094989311613
CHEMBL272187,203e348e987d,7cdfde3a52b7,8.546443025519586,0.7068965517241379,high,False,0.2931034482758621,7.183991213856874,9.9088948371823,low,0.4466213767135581,410.27900000000017,3.9086000000000007,91.41,3,6,6,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,8.993064402233145,low,no major triage flags,prioritize,9.040005161671584,0.493562136151997
CHEMBL162821,d0bc5732ae12,4c8e4b345a30,8.202356990796222,0.813953488372093,high,False,0.1860465116279069,6.83990517913351,9.564808802458934,low,0.761492325423499,265.32,3.118520000000001,62.73,2,5,3,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,8.96384931621972,low,no major triage flags,prioritize,8.492529825103531,0.2901728343073095
CHEMBL2031304,54de39981551,561d1eb7eb61,8.753250967221051,0.8591549295774648,high,False,0.1408450704225352,7.390799155558339,10.115702778883763,low,0.4589166896963006,471.9640000000004,5.379100000000005,79.38000000000001,2,6,8,1,False,0,False,0,False,0,False,0,none,not_available,,0.25,0.0,0.0,8.962167656917352,medium,no major triage flags,prioritize,9.292429823902063,0.5391788566810121
CHEMBL5857682,c73aaa9169ee,e392073982b0,8.763623876569614,0.8837209302325582,high,False,0.1162790697674418,7.401172064906902,10.126075688232326,low,0.442949191608149,593.6060000000003,4.181600000000002,96.03,2,7,6,1,False,0,False,0,False,0,False,0,none,not_available,,0.25,0.0,0.0,8.956573068177763,medium,no major triage flags,prioritize,9.327902142064282,0.5642782654946679
CHEMBL5952854,7b92c7a33692,e392073982b0,8.763623876569614,0.8837209302325582,high,False,0.1162790697674418,7.401172064906902,10.126075688232326,low,0.442949191608149,593.6060000000003,4.181600000000002,96.03,2,7,6,1,False,0,False,0,False,0,False,0,none,not_available,,0.25,0.0,0.0,8.956573068177763,medium,no major triage flags,prioritize,8.346251981043395,0.4173718955262195
CHEMBL4793053,068ad09ad2c2,e22457441a57,8.4703330783994,0.7333333333333333,high,False,0.2666666666666667,7.107881266736689,9.832784890062111,low,0.4855433472748625,363.435305334,3.7790000000000026,83.06,3,5,6,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,8.955876425674264,low,no major triage flags,prioritize,9.397940008672036,0.9276069302726349
CHEMBL5856814,70750aef3dc7,e392073982b0,8.837587068517031,0.8526315789473684,high,False,0.1473684210526316,7.475135256854319,10.200038880179743,low,0.366264784749258,622.6480000000004,3.727100000000001,108.06,3,8,7,1,False,0,False,0,False,0,False,0,none,not_available,,0.25,0.0,0.0,8.95385185326629,medium,no major triage flags,prioritize,8.886056647693163,0.0484695791761318
CHEMBL126903,4eb815feccc9,4b4d2530bd5a,8.258346879254198,0.8518518518518519,high,False,0.1481481481481481,6.895895067591486,9.62079869091691,low,0.6942731985293545,388.225,3.051700000000001,91.24,2,6,5,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,8.952620077783552,low,no major triage flags,prioritize,7.797925375395152,0.4604215038590462
CHEMBL6056244,c15b3bc949e7,79483a48d327,8.787277742145406,0.7934782608695652,high,False,0.2065217391304348,7.424825930482694,10.149729553808118,low,0.4089886432401618,607.6330000000004,4.964600000000004,96.03,2,7,6,1,False,0,False,0,False,0,False,0,none,not_available,,0.25,0.0,0.0,8.946266385385568,medium,no major triage flags,prioritize,8.853871964321762,0.0665942221763558
CHEMBL6046965,229cda072b21,79483a48d327,8.787277742145406,0.7934782608695652,high,False,0.2065217391304348,7.424825930482694,10.149729553808118,low,0.4089886432401618,607.6330000000004,4.964600000000004,96.03,2,7,6,1,False,0,False,0,False,0,False,0,none,not_available,,0.25,0.0,0.0,8.946266385385568,medium,no major triage flags,prioritize,8.769551078621726,0.0177266635236801
CHEMBL3623291,44ba2efae53d,d5bad37e2cc7,8.320828532733213,0.76,high,False,0.24,6.9583767210705005,9.683280344395923,low,0.6223010250054946,459.90900000000033,4.309200000000003,79.82,1,7,4,0,False,0,False,0,False,0,False,0,none,not_available,,0.0,0.0,0.0,8.943129557738708,low,no major triage flags,prioritize,8.161150909262744,0.1596776234704684
